600956,14:47:59.00,74300
688510,14:47:59.00,150400
2041,14:47:59.00,88400
300873,14:47:59.00,153400
300713,14:47:59.00,149100
300105,14:47:59.00,59800
2607,14:47:59.00,25000
688117,14:47:59.00,268600
300505,14:47:59.00,123000
2146,14:47:59.00,16200
301526,14:47:59.00,36300
600684,14:47:59.00,32400
300138,14:47:59.00,83800
601816,14:47:59.00,56100
832278,14:47:59.00,49000
688088,14:47:59.00,284800
600665,14:47:59.00,29100
600363,14:47:59.00,267000
603569,14:47:59.00,71700
300909,14:47:59.00,212500
300437,14:47:59.00,87000
600792,14:47:59.00,33600
603351,14:47:59.00,215000
2878,14:47:59.00,112900
600105,14:47:59.00,40200
873833,14:47:59.00,83300
600639,14:47:59.00,111400
638,14:47:59.00,42500
2872,14:47:59.00,38400
2517,14:47:59.00,108100
603333,14:47:59.00,34500
688035,14:47:59.00,298200
600790,14:47:59.00,36000
300872,14:47:59.00,127800
300647,14:47:59.00,57700
681,14:47:59.00,122100
300706,14:47:59.00,190000
688055,14:47:59.00,29900
603871,14:47:59.00,206300
600125,14:47:59.00,58200
600345,14:47:59.00,172300
600901,14:47:59.00,49700
601212,14:47:59.00,29700
1332,14:47:59.00,287800
872351,14:47:59.00,60400
603093,14:47:59.00,120200
688247,14:47:59.00,85500
2531,14:47:59.00,78900
300629,14:47:59.00,172600
300748,14:47:59.00,123100
2193,14:47:59.00,44100
836957,14:47:59.00,68700
2836,14:47:59.00,66900
600115,14:47:59.00,39400
601908,14:47:59.00,26800
600161,14:47:59.00,236000
300942,14:47:59.00,73400
300821,14:47:59.00,71500
301024,14:47:59.00,207300
301217,14:47:59.00,99000
600663,14:47:59.00,100000
300353,14:47:59.00,96600
300218,14:47:59.00,157200
2634,14:47:59.00,33300
300433,14:47:59.00,176500
2309,14:47:59.00,23600
600764,14:47:59.00,228800
603213,14:47:59.00,82000
300249,14:47:59.00,75700
603336,14:47:59.00,36700
517,14:47:59.00,24300
300128,14:47:59.00,41500
2977,14:47:59.00,276700
688019,14:47:59.00,1199600
836807,14:47:59.00,50500
300915,14:47:59.00,295500
2391,14:47:59.00,48700
688302,14:47:59.00,306800
300319,14:47:59.00,94500
603773,14:47:59.00,176500
818,14:47:59.00,178600
300001,14:47:59.00,195600
603439,14:47:59.00,139600
603320,14:47:59.00,133400
962,14:47:59.00,110700
2216,14:47:59.00,114200
423,14:47:59.00,591100
301468,14:47:59.00,215700
603022,14:47:59.00,69000
301038,14:47:59.00,154900
301285,14:47:59.00,238300
688017,14:47:59.00,798400
600817,14:47:59.00,111600
688202,14:47:59.00,299800
603707,14:47:59.00,135600
603366,14:47:59.00,41600
688059,14:47:59.00,525000
603329,14:47:59.00,118200
600444,14:47:59.00,128400
600743,14:47:59.00,14900
300950,14:47:59.00,135600
2380,14:47:59.00,172600
2522,14:47:59.00,34500
600906,14:47:59.00,73000
603725,14:47:59.00,62500
600021,14:47:59.00,89800
300448,14:47:59.00,52300
301208,14:47:59.00,330000
688596,14:47:59.00,294100
2064,14:47:59.00,77800
603789,14:47:59.00,71600
600691,14:47:59.00,21900
688252,14:47:59.00,164200
300354,14:47:59.00,324000
603889,14:47:59.00,69400
2158,14:47:59.00,184000
63,14:47:59.00,286600
2203,14:47:59.00,87200
823,14:47:59.00,83000
600782,14:47:59.00,33100
603190,14:47:59.00,208900
300384,14:47:59.00,146500
603239,14:47:59.00,130900
688135,14:47:59.00,144800
2840,14:47:59.00,120300
603056,14:47:59.00,143000
688066,14:47:59.00,155300
300025,14:47:59.00,93700
600348,14:47:59.00,78800
600309,14:47:59.00,854100
2539,14:47:59.00,78100
2320,14:47:59.00,53300
603051,14:47:59.00,276000
301266,14:47:59.00,316500
300347,14:47:59.00,593000
600279,14:47:59.00,39000
300801,14:47:59.00,141000
605183,14:47:59.00,170600
600666,14:47:59.00,15600
564,14:47:59.00,19800
688597,14:47:59.00,84000
2973,14:47:59.00,89000
688218,14:47:59.00,153400
301323,14:47:59.00,302500
688682,14:47:59.00,281300
300391,14:47:59.00,41900
1311,14:47:59.00,232000
300912,14:47:59.00,109500
600868,14:47:59.00,20000
603399,14:47:59.00,72700
301156,14:47:59.00,122300
301168,14:47:59.00,275400
2797,14:47:59.00,64500
688592,14:47:59.00,330600
2077,14:47:59.00,123400
600803,14:47:59.00,189700
2431,14:47:59.00,17600
688507,14:47:59.00,484400
301367,14:47:59.00,705000
2179,14:47:59.00,395800
300963,14:47:59.00,78000
601121,14:47:59.00,59400
601666,14:47:59.00,100600
524,14:47:59.00,94000
300136,14:47:59.00,199200
603337,14:47:59.00,266500
688076,14:47:59.00,609400
603207,14:47:59.00,239200
603936,14:47:59.00,76400
601001,14:47:59.00,161000
2828,14:47:59.00,80900
2809,14:47:59.00,73400
910,14:47:59.00,68900
300776,14:47:59.00,513500
600182,14:47:59.00,133300
300791,14:47:59.00,268500
300614,14:47:59.00,93200
600131,14:47:59.00,183500
600892,14:47:59.00,44400
300147,14:47:59.00,71200
600629,14:47:59.00,49200
2553,14:47:59.00,96000
600821,14:47:59.00,55500
300091,14:47:59.00,18800
600239,14:47:59.00,26400
603021,14:47:59.00,32500
831304,14:47:59.00,68100
600795,14:47:59.00,51100
2650,14:47:59.00,22600
601865,14:47:59.00,183800
600568,14:47:59.00,12900
301528,14:47:59.00,387200
601020,14:47:59.00,118700
2406,14:47:59.00,54900
603309,14:47:59.00,112000
603559,14:47:59.00,81700
890,14:47:59.00,31100
605155,14:47:59.00,90100
2403,14:47:59.00,73500
2681,14:47:59.00,41400
301283,14:47:59.00,244900
600598,14:47:59.00,139900
2939,14:47:59.00,83500
2661,14:47:59.00,89500
600258,14:47:59.00,137000
603027,14:47:59.00,127400
603165,14:47:59.00,109300
601096,14:47:59.00,46500
2783,14:47:59.00,76400
688571,14:47:59.00,53200
600585,14:47:59.00,242000
600123,14:47:59.00,92500
603037,14:47:59.00,129400
301157,14:47:59.00,322700
601028,14:47:59.00,131300
301516,14:47:59.00,165000
600749,14:47:59.00,112300
2982,14:47:59.00,164500
688023,14:47:59.00,371700
688536,14:47:59.00,841300
605255,14:47:59.00,115600
600017,14:47:59.00,29100
600559,14:47:59.00,211100
2734,14:47:59.00,72900
600230,14:47:59.00,104300
2801,14:47:59.00,199800
2622,14:47:59.00,18000
600166,14:47:59.00,25400
2771,14:47:59.00,194500
603115,14:47:59.00,116000
603868,14:47:59.00,398000
600702,14:47:59.00,544300
300187,14:47:59.00,46500
301113,14:47:59.00,211200
600776,14:47:59.00,102000
2337,14:47:59.00,42000
612,14:47:59.00,64400
300481,14:47:59.00,140500
2573,14:47:59.00,37500
688166,14:47:59.00,296200
688236,14:47:59.00,125200
301097,14:47:59.00,382500
603341,14:47:59.00,389400
501,14:47:59.00,81100
603819,14:47:59.00,87100
2578,14:47:59.00,27800
2937,14:47:59.00,180100
688575,14:47:59.00,213000
300131,14:47:59.00,56500
603615,14:47:59.00,141500
600084,14:47:59.00,52900
733,14:47:59.00,397000
300588,14:47:59.00,99300
301363,14:47:59.00,301300
