600956,14:47:59.00,7.4300
688510,14:47:59.00,15.0400
002041,14:47:59.00,8.8400
300873,14:47:59.00,15.3400
300713,14:47:59.00,14.9100
300105,14:47:59.00,5.9800
002607,14:47:59.00,2.5000
688117,14:47:59.00,26.8600
300505,14:47:59.00,12.3000
002146,14:47:59.00,1.6200
301526,14:47:59.00,3.6300
600684,14:47:59.00,3.2400
300138,14:47:59.00,8.3800
601816,14:47:59.00,5.6100
832278,14:47:59.00,4.9000
688088,14:47:59.00,28.4800
600665,14:47:59.00,2.9100
600363,14:47:59.00,26.7000
603569,14:47:59.00,7.1700
300909,14:47:59.00,21.2500
300437,14:47:59.00,8.7000
600792,14:47:59.00,3.3600
603351,14:47:59.00,21.5000
002878,14:47:59.00,11.2900
600105,14:47:59.00,4.0200
873833,14:47:59.00,8.3300
600639,14:47:59.00,11.1400
000638,14:47:59.00,4.2500
002872,14:47:59.00,3.8400
002517,14:47:59.00,10.8100
603333,14:47:59.00,3.4500
688035,14:47:59.00,29.8200
600790,14:47:59.00,3.6000
300872,14:47:59.00,12.7800
300647,14:47:59.00,5.7700
000681,14:47:59.00,12.2100
300706,14:47:59.00,19.0000
688055,14:47:59.00,2.9900
603871,14:47:59.00,20.6300
600125,14:47:59.00,5.8200
600345,14:47:59.00,17.2300
600901,14:47:59.00,4.9700
601212,14:47:59.00,2.9700
001332,14:47:59.00,28.7800
872351,14:47:59.00,6.0400
603093,14:47:59.00,12.0200
688247,14:47:59.00,8.5500
002531,14:47:59.00,7.8900
300629,14:47:59.00,17.2600
300748,14:47:59.00,12.31
002193,14:47:59.00,4.4100
836957,14:47:59.00,6.8700
002836,14:47:59.00,6.6900
600115,14:47:59.00,3.9400
601908,14:47:59.00,2.6800
600161,14:47:59.00,23.6000
300942,14:47:59.00,7.3400
300821,14:47:59.00,7.1500
301024,14:47:59.00,20.7300
301217,14:47:59.00,9.9000
600663,14:47:59.00,10.0000
300353,14:47:59.00,9.6600
300218,14:47:59.00,15.7200
002634,14:47:59.00,3.3300
300433,14:47:59.00,17.6500
002309,14:47:59.00,2.3600
600764,14:47:59.00,22.8800
603213,14:47:59.00,8.2000
300249,14:47:59.00,7.5700
603336,14:47:59.00,3.6700
000517,14:47:59.00,2.4300
300128,14:47:59.00,4.1500
002977,14:47:59.00,27.6700
688019,14:47:59.00,119.9600
836807,14:47:59.00,5.0500
300915,14:47:59.00,29.5500
002391,14:47:59.00,4.8700
688302,14:47:59.00,30.6800
300319,14:47:59.00,9.4500
603773,14:47:59.00,17.6500
000818,14:47:59.00,17.8600
300001,14:47:59.00,19.5600
603439,14:47:59.00,13.9600
603320,14:47:59.00,13.3400
000962,14:47:59.00,11.0700
002216,14:47:59.00,11.4200
000423,14:47:59.00,59.1100
301468,14:47:59.00,21.5700
603022,14:47:59.00,6.9000
301038,14:47:59.00,15.4900
301285,14:47:59.00,23.8300
688017,14:47:59.00,79.8400
600817,14:47:59.00,11.1600
688202,14:47:59.00,29.9800
603707,14:47:59.00,13.5600
603366,14:47:59.00,4.1600
688059,14:47:59.00,52.5000
603329,14:47:59.00,11.8200
600444,14:47:59.00,12.8400
600743,14:47:59.00,1.4900
300950,14:47:59.00,13.5600
002380,14:47:59.00,17.2600
002522,14:47:59.00,3.4500
600906,14:47:59.00,7.3000
603725,14:47:59.00,6.2500
600021,14:47:59.00,8.9800
300448,14:47:59.00,5.2300
301208,14:47:59.00,33.0000
688596,14:47:59.00,29.4100
002064,14:47:59.00,7.7800
603789,14:47:59.00,7.1600
600691,14:47:59.00,2.1900
688252,14:47:59.00,16.4200
300354,14:47:59.00,32.4000
603889,14:47:59.00,6.9400
002158,14:47:59.00,18.4000
000063,14:47:59.00,28.6600
002203,14:47:59.00,8.7200
000823,14:47:59.00,8.3000
600782,14:47:59.00,3.3100
603190,14:47:59.00,20.8900
300384,14:47:59.00,14.6500
603239,14:47:59.00,13.0900
688135,14:47:59.00,14.4800
002840,14:47:59.00,12.0300
603056,14:47:59.00,14.3000
688066,14:47:59.00,15.5300
300025,14:47:59.00,9.3700
600348,14:47:59.00,7.8800
600309,14:47:59.00,85.4100
002539,14:47:59.00,7.8100
002320,14:47:59.00,5.3300
603051,14:47:59.00,27.6000
301266,14:47:59.00,31.6500
300347,14:47:59.00,59.3000
600279,14:47:59.00,3.9000
300801,14:47:59.00,14.1000
605183,14:47:59.00,17.0600
600666,14:47:59.00,1.5600
000564,14:47:59.00,1.9800
688597,14:47:59.00,8.4000
002973,14:47:59.00,8.9000
688218,14:47:59.00,15.3400
301323,14:47:59.00,30.2500
688682,14:47:59.00,28.1300
300391,14:47:59.00,4.1900
001311,14:47:59.00,23.2000
300912,14:47:59.00,10.9500
600868,14:47:59.00,2.0000
603399,14:47:59.00,7.2700
301156,14:47:59.00,12.2300
301168,14:47:59.00,27.5400
002797,14:47:59.00,6.4500
688592,14:47:59.00,33.0600
002077,14:47:59.00,12.3400
600803,14:47:59.00,18.9700
002431,14:47:59.00,1.7600
688507,14:47:59.00,48.4400
301367,14:47:59.00,70.5000
002179,14:47:59.00,39.5800
300963,14:47:59.00,7.8000
601121,14:47:59.00,5.9400
601666,14:47:59.00,10.0600
000524,14:47:59.00,9.4000
300136,14:47:59.00,19.9200
603337,14:47:59.00,26.6500
688076,14:47:59.00,60.9400
603207,14:47:59.00,23.9200
603936,14:47:59.00,7.6400
601001,14:47:59.00,16.1000
002828,14:47:59.00,8.0900
002809,14:47:59.00,7.3400
000910,14:47:59.00,6.8900
300776,14:47:59.00,51.3500
600182,14:47:59.00,13.3300
300791,14:47:59.00,26.8500
300614,14:47:59.00,9.3200
600131,14:47:59.00,18.3500
600892,14:47:59.00,4.4400
300147,14:47:59.00,7.1200
600629,14:47:59.00,4.9200
002553,14:47:59.00,9.6000
600821,14:47:59.00,5.5500
300091,14:47:59.00,1.8800
600239,14:47:59.00,2.6400
603021,14:47:59.00,3.2500
831304,14:47:59.00,6.8100
600795,14:47:59.00,5.1100
002650,14:47:59.00,2.2600
601865,14:47:59.00,18.3800
600568,14:47:59.00,1.2900
301528,14:47:59.00,38.7200
601020,14:47:59.00,11.8700
002406,14:47:59.00,5.4900
603309,14:47:59.00,11.2000
603559,14:47:59.00,8.1700
000890,14:47:59.00,3.1100
605155,14:47:59.00,9.0100
002403,14:47:59.00,7.3500
002681,14:47:59.00,4.1400
301283,14:47:59.00,24.4900
600598,14:47:59.00,13.9900
002939,14:47:59.00,8.3500
002661,14:47:59.00,8.9500
600258,14:47:59.00,13.7000
603027,14:47:59.00,12.7400
603165,14:47:59.00,10.9300
601096,14:47:59.00,4.6500
002783,14:47:59.00,7.6400
688571,14:47:59.00,5.3200
600585,14:47:59.00,24.2000
600123,14:47:59.00,9.2500
603037,14:47:59.00,12.9400
301157,14:47:59.00,32.2700
601028,14:47:59.00,13.1300
301516,14:47:59.00,16.5000
600749,14:47:59.00,11.2300
002982,14:47:59.00,16.4500
688023,14:47:59.00,37.1700
688536,14:47:59.00,84.1300
605255,14:47:59.00,11.5600
600017,14:47:59.00,2.9100
